1,0.000000,0.000000,0.000000,0.089463,-0.089463
2,0.000000,0.000000,0.000000,0.078677,0.010786
3,0.000000,0.000000,0.000000,0.074311,0.004367
4,0.000000,0.000000,0.000000,0.073320,0.000990
5,0.000000,0.000000,0.000000,0.070386,0.002934
6,0.000000,0.000000,0.000000,0.071029,-0.000643
7,0.000000,0.000000,0.000000,0.066148,0.004881
8,0.000000,0.000000,0.000000,0.066199,-0.000051
9,0.000000,0.000000,0.000000,0.064764,0.001436
10,0.000000,0.000000,0.000000,0.062372,0.002391
11,0.000000,0.000000,0.000689,0.061152,0.001220
12,0.000000,0.000000,0.006887,0.054676,0.006476
13,0.000000,0.000000,0.000000,0.059186,-0.004510
14,0.000000,0.011708,0.036501,0.046958,0.012228
15,0.000689,0.007576,0.032369,0.049951,-0.002993
16,0.001377,0.007576,0.024105,0.047597,0.002354
17,0.004821,0.013774,0.033747,0.048536,-0.000939
18,0.000689,0.006198,0.025482,0.047487,0.001049
19,0.013085,0.039256,0.067493,0.039959,0.007528
20,0.000689,0.009642,0.042011,0.048754,-0.008795
21,0.033058,0.069559,0.112948,0.034723,0.014031
22,0.025482,0.053030,0.100551,0.040099,-0.005377
23,0.013085,0.038567,0.079201,0.038090,0.002009
24,0.019284,0.046832,0.087466,0.041370,-0.003280
25,0.005510,0.022039,0.053719,0.040110,0.001261
26,0.029614,0.066804,0.116391,0.031507,0.008603
27,0.004821,0.034435,0.083333,0.041823,-0.010317
28,0.039256,0.081956,0.133609,0.027412,0.014412
29,0.026860,0.077135,0.131543,0.032934,-0.005522
30,0.023416,0.067493,0.122590,0.031754,0.001180
31,0.021350,0.061295,0.114325,0.035521,-0.003767
32,0.011708,0.044766,0.082645,0.034105,0.001416
33,0.046832,0.111570,0.165289,0.025287,0.008819
34,0.014463,0.064050,0.127410,0.036519,-0.011232
35,0.050964,0.106749,0.152204,0.023211,0.013308
36,0.039945,0.103306,0.163912,0.028445,-0.005234
37,0.024793,0.092287,0.143939,0.027386,0.001059
38,0.034435,0.071625,0.139807,0.031572,-0.004186
39,0.023416,0.066116,0.112948,0.030223,0.001350
40,0.066116,0.130854,0.186639,0.021340,0.008883
41,0.023416,0.084022,0.157713,0.032744,-0.011404
42,0.061295,0.116391,0.161846,0.021043,0.011700
43,0.048209,0.121212,0.174931,0.025904,-0.004861
44,0.029614,0.099862,0.159780,0.024249,0.001655
45,0.030992,0.086777,0.161846,0.028853,-0.004604
46,0.022727,0.074380,0.136364,0.027506,0.001347
47,0.071625,0.140496,0.196281,0.018481,0.009025
48,0.028237,0.101240,0.174931,0.029682,-0.011201
49,0.063361,0.119835,0.168044,0.019283,0.010399
50,0.062672,0.128099,0.190083,0.024102,-0.004819
51,0.031680,0.108815,0.174242,0.021817,0.002285
52,0.042700,0.104683,0.175620,0.026456,-0.004638
53,0.024105,0.082645,0.143251,0.025187,0.001268
54,0.071625,0.146006,0.202479,0.016200,0.008987
55,0.039256,0.118457,0.179752,0.027143,-0.010943
56,0.069559,0.129477,0.172865,0.017784,0.009359
57,0.064050,0.139807,0.199725,0.022679,-0.004894
58,0.040634,0.112259,0.190083,0.019846,0.002833
59,0.050964,0.103994,0.183884,0.024285,-0.004439
60,0.028237,0.086088,0.149449,0.023113,0.001172
61,0.073691,0.154270,0.212121,0.014352,0.008760
62,0.048209,0.124656,0.186639,0.025036,-0.010684
63,0.077135,0.132231,0.176309,0.016513,0.008523
64,0.071625,0.152204,0.210055,0.021459,-0.004946
65,0.046143,0.118457,0.196970,0.018170,0.003288
66,0.055785,0.112259,0.185950,0.022356,-0.004186
67,0.033747,0.097107,0.162534,0.021203,0.001153
68,0.076446,0.157025,0.216942,0.012820,0.008382
69,0.050275,0.134986,0.193526,0.023231,-0.010411
70,0.082645,0.139118,0.177686,0.015283,0.007948
71,0.073003,0.155647,0.212810,0.020306,-0.005023
72,0.050964,0.127410,0.199036,0.016691,0.003615
73,0.053030,0.115014,0.187328,0.020560,-0.003869
74,0.031680,0.100551,0.163912,0.019487,0.001073
75,0.080579,0.161846,0.216942,0.011529,0.007958
76,0.057851,0.141873,0.201791,0.021584,-0.010054
77,0.087466,0.139807,0.182507,0.014146,0.007438
78,0.081267,0.157713,0.219008,0.019227,-0.005081
79,0.059917,0.134298,0.199725,0.015368,0.003859
80,0.053719,0.115702,0.186639,0.018867,-0.003499
81,0.034435,0.106749,0.170110,0.017936,0.000931
82,0.081956,0.167355,0.219697,0.010432,0.007503
83,0.059917,0.143251,0.203857,0.020082,-0.009649
84,0.090220,0.143939,0.187328,0.013070,0.007012
85,0.084711,0.159780,0.219697,0.018215,-0.005145
86,0.063361,0.138430,0.200413,0.014207,0.004008
87,0.048898,0.118457,0.188705,0.017295,-0.003088
88,0.039256,0.108127,0.175620,0.016503,0.000791
89,0.082645,0.170799,0.222452,0.009470,0.007033
90,0.058540,0.148760,0.203168,0.018701,-0.009231
91,0.094353,0.144628,0.188705,0.012033,0.006669
92,0.080579,0.159780,0.220386,0.017299,-0.005267
93,0.064050,0.140496,0.199036,0.013257,0.004042
94,0.046143,0.117080,0.184573,0.015956,-0.002699
95,0.048209,0.117769,0.178375,0.015198,0.000758
96,0.082645,0.170799,0.222452,0.008618,0.006580
97,0.067493,0.150138,0.204545,0.017423,-0.008805
98,0.098485,0.152204,0.195592,0.011116,0.006307
99,0.081956,0.160468,0.222452,0.016402,-0.005286
100,0.066804,0.140496,0.196281,0.012563,0.003839
101,0.048209,0.115014,0.179063,0.014924,-0.002360
102,0.047521,0.121901,0.181818,0.014040,0.000883
103,0.089532,0.168733,0.221763,0.007877,0.006163
104,0.073691,0.158402,0.207300,0.016283,-0.008406
105,0.103306,0.154270,0.203857,0.010398,0.005885
106,0.081956,0.158402,0.217631,0.014942,-0.004544
107,0.061983,0.138430,0.191460,0.012188,0.002754
108,0.049587,0.117080,0.180441,0.014015,-0.001828
109,0.045455,0.123278,0.188017,0.013003,0.001012
110,0.093664,0.168044,0.223140,0.007184,0.005819
111,0.074380,0.163912,0.214876,0.015283,-0.008099
112,0.103306,0.158402,0.203168,0.009860,0.005423
113,0.081956,0.146694,0.207989,0.013312,-0.003452
114,0.058540,0.139118,0.191460,0.011951,0.001361
115,0.051653,0.121212,0.186639,0.012955,-0.001004
116,0.048209,0.126033,0.187328,0.012024,0.000931
117,0.092287,0.174931,0.226584,0.006556,0.005468
118,0.075069,0.161157,0.223829,0.014344,-0.007788
119,0.098485,0.155647,0.203857,0.009370,0.004974
120,0.074380,0.139118,0.196970,0.012016,-0.002646
121,0.058540,0.134986,0.189394,0.011619,0.000397
122,0.055096,0.136364,0.190083,0.012049,-0.000429
123,0.050964,0.133609,0.194904,0.011149,0.000900
124,0.092975,0.172865,0.226584,0.006041,0.005108
125,0.077135,0.163223,0.223829,0.013463,-0.007422
126,0.090909,0.152204,0.201791,0.009095,0.004368
127,0.071625,0.131543,0.188705,0.011318,-0.002223
128,0.067493,0.142562,0.194904,0.010053,0.001265
129,0.055785,0.134298,0.194904,0.011306,-0.001254
130,0.055096,0.134986,0.197658,0.010360,0.000946
131,0.090220,0.172865,0.226584,0.005610,0.004750
132,0.079890,0.164601,0.230716,0.012799,-0.007189
133,0.092287,0.150826,0.199725,0.008736,0.004064
134,0.075758,0.142562,0.198347,0.010499,-0.001764
135,0.073003,0.152893,0.203857,0.008992,0.001508
136,0.055096,0.132231,0.198347,0.010544,-0.001552
137,0.060606,0.142562,0.207300,0.009404,0.001140
138,0.087466,0.172176,0.225895,0.005126,0.004279
139,0.080579,0.166667,0.225895,0.011698,-0.006572
140,0.100551,0.160468,0.203168,0.007580,0.004118
141,0.081267,0.152893,0.217631,0.010447,-0.002867
142,0.064050,0.145317,0.197658,0.009551,0.000895
143,0.052342,0.131543,0.194215,0.009904,-0.000353
144,0.056474,0.139807,0.203857,0.008844,0.001060
145,0.091598,0.172865,0.226584,0.004644,0.004200
146,0.083333,0.159780,0.223140,0.010684,-0.006040
147,0.104683,0.162534,0.206612,0.006926,0.003758
148,0.080579,0.146694,0.209366,0.009509,-0.002583
149,0.067493,0.150138,0.201791,0.009362,0.000147
150,0.045455,0.121212,0.190083,0.009808,-0.000446
151,0.050964,0.130854,0.196281,0.008701,0.001107
152,0.092975,0.172865,0.227273,0.004427,0.004273
153,0.086777,0.163223,0.237603,0.010452,-0.006025
154,0.099862,0.152204,0.200413,0.007271,0.003181
155,0.068871,0.133609,0.187328,0.008917,-0.001647
156,0.075069,0.163912,0.216942,0.007613,0.001305
157,0.050275,0.129477,0.200413,0.009033,-0.001421
158,0.057163,0.137741,0.202479,0.007827,0.001206
159,0.094353,0.173554,0.230028,0.004138,0.003688
160,0.088154,0.168044,0.241047,0.010049,-0.005911
161,0.099174,0.152204,0.202479,0.006747,0.003302
162,0.084022,0.149449,0.207989,0.008415,-0.001667
163,0.076446,0.163912,0.216253,0.007578,0.000837
164,0.059229,0.137741,0.212121,0.008303,-0.000725
165,0.060606,0.151515,0.209366,0.006957,0.001346
166,0.095041,0.170110,0.234160,0.003676,0.003281
167,0.082645,0.159780,0.227961,0.008644,-0.004968
168,0.108815,0.161846,0.208678,0.005520,0.003124
169,0.091598,0.153581,0.221763,0.008518,-0.002999
170,0.068871,0.157713,0.208678,0.008278,0.000240
171,0.049587,0.125344,0.198347,0.008487,-0.000209
172,0.051653,0.138430,0.199725,0.006943,0.001544
173,0.094353,0.170799,0.234848,0.003524,0.003419
174,0.085399,0.163223,0.233471,0.008287,-0.004763
175,0.102617,0.159780,0.208678,0.005214,0.003073
176,0.080579,0.142562,0.194215,0.007196,-0.001982
177,0.074380,0.163912,0.216942,0.007205,-0.000009
178,0.053719,0.136364,0.211433,0.007549,-0.000344
179,0.054408,0.143939,0.201791,0.006397,0.001151
180,0.097107,0.170799,0.237603,0.003321,0.003076
181,0.090909,0.167355,0.242424,0.008144,-0.004823
182,0.095730,0.152893,0.203168,0.005195,0.002950
183,0.079890,0.140496,0.200413,0.006728,-0.001533
184,0.077824,0.168044,0.222452,0.006587,0.000140
185,0.060606,0.139807,0.216253,0.007007,-0.000420
186,0.059917,0.149449,0.209366,0.005725,0.001282
187,0.097107,0.167355,0.235537,0.003017,0.002708
188,0.089532,0.163912,0.236226,0.007375,-0.004358
189,0.100551,0.160468,0.215565,0.004346,0.003029
190,0.088843,0.153581,0.218320,0.006839,-0.002493
191,0.073691,0.165978,0.218320,0.006927,-0.000087
192,0.060606,0.136364,0.214187,0.006907,0.000020
193,0.057163,0.149449,0.206612,0.005466,0.001441
194,0.095041,0.168733,0.236915,0.002864,0.002601
195,0.088843,0.164601,0.234160,0.006807,-0.003942
196,0.102617,0.162534,0.216253,0.003901,0.002905
197,0.084022,0.150138,0.208678,0.006064,-0.002162
198,0.076446,0.165978,0.220386,0.006423,-0.000359
199,0.061983,0.140496,0.214187,0.006408,0.000015
200,0.057851,0.150138,0.204545,0.005229,0.001179
201,0.096419,0.167355,0.236915,0.002733,0.002497
202,0.092975,0.163912,0.238981,0.006685,-0.003953
203,0.099174,0.157025,0.214187,0.003856,0.002829
204,0.076446,0.141873,0.200413,0.005592,-0.001736
