8
256,4,4,4,4,4,4,3
-0.022539,0.055276,0.045118,-0.076824
0.047168,-0.106874,-0.070215,-0.251991
0.033755,0.128370,0.059956,0.297833
-0.041935,-0.084991,0.005041,0.033485
0.063766,0.058932,0.111908,-0.070571
0.064268,-0.006280,0.099244,-0.066620
0.012274,-0.051675,-0.230907,-0.005773
-0.040314,-0.086032,-0.150075,-0.031680
0.062906,0.040710,-0.072023,0.166756
-0.054688,0.148708,0.137613,0.089784
0.001900,-0.001201,0.003256,0.031605
-0.080874,-0.031613,-0.076944,0.038934
-0.013699,0.107900,0.001746,0.250897
0.036378,0.109961,-0.206126,0.261538
0.009811,-0.055127,0.125831,-0.214688
-0.041717,0.067965,0.033721,-0.035358
0.060958,0.054632,0.144930,0.222455
0.012103,-0.083737,-0.037729,-0.105806
-0.090734,0.008925,-0.024496,0.032214
0.051090,0.118956,-0.100075,0.004319
-0.047415,-0.038720,0.070185,0.052587
0.056296,0.044458,0.042630,-0.009013
0.013068,0.008553,-0.007351,0.013484
0.011342,-0.051359,-0.060998,0.054451
-0.097737,0.019783,-0.057673,-0.147928
-0.001967,-0.017248,0.065307,0.054196
-0.075555,0.049478,-0.074396,-0.061346
0.022158,0.202352,-0.135235,0.161599
0.036866,-0.078103,-0.018093,0.012785
-0.041903,-0.232461,0.137734,-0.401282
-0.057436,-0.008398,0.129593,-0.061342
-0.022197,-0.031987,-0.058397,0.220218
0.083222,-0.027679,0.182857,0.145048
-0.061174,0.095673,-0.069708,-0.088252
0.043592,-0.026668,-0.040847,-0.029479
0.014703,0.021030,0.062134,0.046030
0.017360,-0.103682,-0.058570,-0.119256
-0.093877,-0.014646,-0.097431,0.058759
-0.035471,0.072972,-0.055746,0.013120
0.050646,-0.044500,-0.045138,-0.081367
-0.033147,-0.030675,0.135633,0.056547
-0.092278,0.012035,-0.013852,0.184853
-0.053449,0.063585,-0.060569,-0.105760
-0.008743,0.032738,-0.036894,0.094637
-0.088423,-0.073622,0.143100,-0.031383
-0.027947,-0.034070,-0.023436,0.051666
-0.063316,0.197044,-0.004041,-0.044519
-0.004504,-0.166164,0.014979,-0.137877
0.037538,-0.220359,-0.107356,-0.128374
-0.050555,0.006058,-0.006398,0.181950
-0.092175,-0.060495,-0.075766,-0.170028
-0.033841,0.046405,0.092304,0.025633
0.082212,0.054394,0.022338,0.040602
-0.073495,0.055875,-0.022948,0.046774
0.066909,0.028741,0.013374,-0.053904
-0.044582,-0.076747,0.030990,-0.053610
-0.042114,0.093194,-0.016415,0.075110
0.030973,-0.035330,-0.017172,-0.154731
0.023477,0.040545,0.037037,-0.033205
0.036603,-0.079675,-0.007376,-0.018185
0.062516,0.084153,0.025757,0.041032
0.013547,0.011081,-0.021686,-0.062829
-0.074922,-0.130195,0.094693,0.079059
0.049382,-0.213068,-0.000589,-0.105695
0.023044,-0.178391,-0.064172,-0.004824
0.012139,0.161784,-0.256537,0.032877
0.035237,0.011662,-0.037859,0.107379
-0.001960,-0.038959,0.115227,-0.057665
0.018295,-0.006640,-0.060145,-0.012060
0.019349,0.019280,0.021169,0.096434
0.067137,0.044709,0.047059,-0.030936
0.051778,0.002128,0.064393,0.086235
-0.011355,0.017043,0.028710,-0.148146
0.067820,0.100823,0.134441,0.115912
-0.030731,-0.086070,-0.029718,-0.069744
-0.075369,-0.081262,-0.022200,0.067760
0.002437,0.062535,-0.022885,0.107416
-0.018346,0.086029,0.112877,0.189788
0.056837,-0.055667,0.119670,-0.001496
0.063164,0.004078,-0.022480,0.001058
-0.085792,0.164127,0.121813,0.210773
0.048002,-0.156290,0.052323,-0.104294
-0.030075,0.141981,0.045749,0.113889
-0.048666,-0.000611,-0.120950,-0.044137
-0.011629,0.080712,-0.113378,0.141939
-0.025679,-0.046015,-0.082340,-0.179003
0.050023,0.037094,0.052758,0.067649
0.064659,-0.019306,-0.060349,-0.088214
0.016083,-0.007287,0.019430,0.076398
-0.026035,-0.069010,0.017942,-0.082732
-0.012911,0.071445,0.017640,0.141089
-0.045711,-0.079875,-0.036541,-0.006871
0.002888,0.041776,-0.023528,0.011285
-0.044555,0.070726,0.037505,0.180203
-0.062506,-0.078390,0.047315,-0.129139
-0.013018,0.124842,-0.073943,0.129986
-0.019357,-0.139794,0.050605,-0.107345
0.018603,0.121485,-0.023824,0.093302
-0.060783,-0.057617,0.001040,-0.046053
-0.095415,0.067153,-0.137721,-0.079624
-0.000304,-0.096724,0.125281,-0.041446
-0.011516,-0.128226,-0.033905,0.015905
-0.091496,-0.007242,-0.090567,-0.057952
0.023376,0.043385,-0.041922,0.011543
0.007683,0.044213,-0.157294,0.084445
0.028051,0.017269,-0.043286,-0.066607
-0.048534,0.009199,-0.023903,0.029779
-0.042011,0.028741,0.079622,0.028853
-0.075680,-0.049800,-0.040447,0.175828
0.041991,0.036695,-0.050281,0.251400
0.045921,0.069281,-0.017579,0.147295
-0.030805,-0.041754,0.011791,-0.026055
-0.071057,-0.022287,-0.057848,-0.194824
-0.041485,0.014795,0.052246,0.002979
0.056774,-0.049935,-0.023057,-0.010652
0.007355,0.002634,0.078684,0.074199
-0.083865,0.046210,0.011120,0.114998
-0.005154,0.054705,0.002018,-0.041239
-0.055132,0.031832,0.075334,0.036442
0.035910,-0.155487,-0.017900,-0.099963
-0.081637,0.033688,0.036918,0.085774
-0.003609,-0.082743,-0.116424,-0.130085
0.014763,0.117317,-0.059640,0.090483
-0.015130,0.091387,0.023722,0.164645
-0.070062,-0.079948,0.032378,0.132755
0.040079,-0.034582,-0.010788,-0.058627
0.077877,0.118298,0.025054,0.203481
0.080133,-0.032706,-0.136072,0.015781
0.051373,0.071970,-0.082673,0.048887
-0.090457,0.006884,0.087100,0.031312
-0.062661,-0.041039,0.037613,0.001050
0.019055,0.055646,0.109944,-0.159089
-0.083581,0.038670,0.149988,0.087887
-0.011483,0.061146,-0.019030,0.042906
-0.089423,-0.122156,-0.170991,0.001224
-0.025346,0.074249,-0.146514,0.016980
-0.033288,-0.187359,-0.058040,-0.081749
-0.084013,0.007185,-0.112684,-0.032767
-0.007806,0.142053,0.010987,0.150819
0.032270,-0.038164,0.003711,-0.014941
-0.012728,-0.024583,0.011700,0.013178
0.062950,0.096069,-0.107220,0.119764
0.061431,0.051646,0.032176,0.433644
-0.040479,-0.159547,-0.189494,-0.031749
0.017672,-0.132306,-0.106344,-0.034168
0.014969,0.040815,0.057346,0.161502
-0.071682,0.119004,-0.151976,0.100767
0.054245,-0.016244,0.064105,0.063609
0.026043,0.058567,-0.009355,-0.113878
0.052714,0.106532,-0.019559,0.198599
-0.057132,-0.069913,-0.122022,-0.002457
-0.001105,0.056213,-0.011722,-0.016711
-0.076890,0.098428,-0.151010,0.053889
0.027548,0.149459,-0.107725,0.078004
0.037649,-0.180873,0.024188,-0.024182
-0.048482,-0.055373,-0.092728,-0.031803
0.023876,-0.030247,-0.137616,0.060438
0.077468,0.062936,-0.045019,0.194997
0.025599,0.048728,0.080656,-0.068773
-0.081346,-0.020096,0.005985,0.148481
0.000393,0.074666,0.038216,0.204737
-0.024370,-0.074614,0.025362,-0.014385
0.045226,0.004092,-0.202534,0.043338
0.074144,-0.080973,0.059679,-0.151988
0.059953,-0.152988,-0.100125,-0.016795
0.016295,-0.043989,0.052865,0.051449
-0.018979,0.250545,-0.123585,0.054301
0.021821,0.002036,-0.038826,-0.017819
-0.025801,-0.056965,-0.153358,-0.057492
-0.055798,-0.089037,-0.079012,-0.239495
0.032289,0.032816,0.073085,-0.105509
0.063433,-0.035277,-0.075675,0.075503
-0.055411,0.099097,0.083449,0.078949
-0.034568,0.006688,-0.151537,-0.066324
-0.050352,0.017351,-0.087645,0.261266
-0.008929,0.009759,-0.000862,-0.025638
0.002072,0.021287,-0.063287,0.147702
0.006981,-0.085816,-0.066081,0.142492
0.005068,0.076894,-0.015686,0.047508
-0.060859,-0.017557,0.111673,0.026408
-0.070418,0.035103,-0.068634,0.043361
-0.072092,0.005861,0.068306,-0.118563
0.026148,-0.114248,-0.054409,0.134801
-0.018485,-0.033478,-0.119621,-0.193469
0.036647,0.036746,-0.064742,-0.085136
0.038571,-0.052615,-0.040053,0.131259
0.032691,-0.013140,-0.003964,-0.318242
-0.027224,0.181978,-0.025329,0.012081
-0.029113,0.029027,0.176251,0.058930
0.006393,-0.245029,0.095356,0.128677
0.017527,-0.094806,-0.097498,-0.676879
-0.023083,0.111560,0.008984,0.336142
-0.077970,0.067469,-0.004300,0.223886
-0.065680,-0.038352,-0.042007,0.075290
-0.024013,0.107654,0.003202,-0.080666
0.018602,-0.020001,0.014899,-0.005431
-0.038924,0.018323,-0.079242,-0.013036
-0.084015,-0.344383,-0.057483,0.178934
-0.054234,-0.051845,0.111155,-0.273823
-0.065664,-0.005663,0.109921,-0.070724
0.029104,-0.318152,0.098539,0.172883
-0.056835,0.157083,0.041266,-0.228063
-0.083151,-0.032197,0.050982,0.341889
-0.035293,-0.187307,0.164038,-0.330213
-0.010701,-0.073697,-0.013422,0.107796
-0.037812,0.033501,-0.097607,-0.378267
-0.022859,-0.170200,-0.100436,0.163774
0.033055,0.056423,0.099285,-0.065107
-0.066939,-0.007357,0.016320,0.122182
-0.045868,0.129561,-0.009306,-0.360985
-0.024873,0.163923,-0.008080,0.039928
0.021469,-0.044875,-0.081785,0.026229
0.010234,0.013293,-0.022383,-0.108421
-0.031860,0.187027,-0.017981,-0.175086
-0.017822,-0.011680,-0.040099,0.102643
-0.005122,-0.298044,-0.034797,0.186622
-0.063971,0.216328,0.065994,0.007818
0.047916,-0.045677,0.041721,0.026369
-0.085427,0.132650,0.168390,0.521759
-0.071672,-0.041678,0.218138,0.113204
0.031239,-0.449920,0.038966,-0.365604
0.057580,0.060244,0.063215,0.120369
0.016086,0.082570,-0.012664,-0.306905
-0.070445,-0.150676,0.006589,-0.045812
0.043943,0.201179,-0.014072,0.411011
0.020591,0.066652,0.003085,0.184697
-0.082698,-0.034382,-0.017889,-0.172623
-0.006266,0.092653,-0.023707,-0.025387
-0.065020,0.017429,-0.122842,0.049316
-0.040046,-0.019240,-0.034650,-0.232824
0.031451,0.101501,0.168509,-0.239549
-0.000273,0.013319,0.062686,0.001944
-0.003744,-0.035191,-0.028556,0.119860
-0.039682,-0.035008,0.044631,-0.294948
0.079976,-0.183944,0.026252,-0.059224
-0.086453,0.059194,0.061440,0.056483
0.008134,0.061864,-0.068168,0.220430
-0.013049,0.047499,0.159501,0.169999
0.076192,-0.041931,0.025841,-0.170348
-0.021068,-0.023368,0.156220,0.024513
0.077377,0.336608,0.028853,0.680315
-0.064489,0.007182,0.059560,-0.021591
0.072635,-0.322472,0.081433,0.174986
-0.051715,-0.085662,0.007376,-0.214909
0.030892,-0.084074,0.117921,-0.006531
0.001017,-0.001693,0.011170,0.010175
0.069505,0.008911,0.013076,0.336649
-0.019374,0.199234,-0.206468,-0.066117
-0.023716,0.023396,-0.037380,0.245169
-0.055047,-0.217643,-0.121378,-0.644596
-0.045744,-0.219496,-0.186985,-0.658679
-0.032826,-0.048324,-0.130730,0.041490
-0.007539,0.086565,-0.000988,0.037818
