8
256,16,16,16,16,16,16,3
0.105992,-0.197160,0.071656,-0.054376,0.076652,-0.032977,-0.069144,0.015281,-0.044105,0.067977,0.044901,0.120084,-0.169114,0.040306,-0.097359,-0.031914
-0.036177,-0.127575,-0.036987,-0.039593,-0.193061,0.159510,-0.041851,0.078467,-0.115057,-0.023354,-0.052637,-0.011471,0.057229,0.104296,0.059715,0.138437
0.018587,0.058863,-0.251525,-0.064662,0.223631,-0.039132,0.120960,0.030866,0.129432,0.129922,0.128545,0.030949,0.124184,0.147495,-0.140977,-0.102301
-0.097664,-0.140221,-0.123765,-0.062125,0.045477,0.001893,-0.048656,0.166395,0.032359,0.043909,0.057033,-0.073657,0.044527,-0.078541,-0.105995,-0.069808
-0.111585,-0.063135,0.032894,0.009068,-0.059570,-0.090184,0.071996,0.007151,-0.008129,-0.047140,0.041029,0.016973,0.063349,-0.020281,-0.161018,0.025809
0.157208,-0.145129,0.174189,0.057597,-0.151093,-0.129825,0.042647,-0.154268,-0.018091,0.066245,-0.060394,-0.150865,-0.287550,-0.049910,0.206045,0.245909
-0.111131,0.117462,0.080234,-0.064102,0.058134,0.115177,-0.067404,-0.006466,0.046897,-0.123700,-0.081978,-0.028030,0.202034,-0.098889,0.017030,-0.202086
-0.037080,0.058519,-0.120670,-0.040891,-0.020666,-0.062796,-0.034274,-0.050024,0.044727,0.056675,0.003100,-0.012662,-0.084103,0.134638,0.186027,0.133374
0.045587,0.191832,-0.023455,-0.042665,0.020937,0.162971,-0.241848,-0.069100,-0.000455,0.079202,0.058688,-0.206801,-0.085075,-0.109350,0.059299,0.113116
-0.088188,-0.235900,0.207222,0.078484,0.028067,0.073512,-0.031159,0.039507,0.062796,-0.000098,-0.007056,-0.048350,-0.011913,0.048959,-0.095524,-0.201172
0.020864,0.110113,-0.137960,0.074371,0.054710,0.099368,-0.036401,0.087350,0.104072,-0.001105,0.016843,0.200667,0.038968,0.213133,-0.093687,-0.173615
-0.020648,0.000117,-0.111295,-0.033298,0.062336,0.114369,0.045106,0.096021,0.018183,0.067985,-0.103280,0.050724,0.077054,-0.206388,0.059898,-0.010002
-0.000788,0.087021,0.134701,-0.079603,0.119056,-0.044022,-0.133010,0.120489,-0.080696,0.018375,0.035340,0.059793,0.053389,0.063250,0.006330,0.033327
0.181311,-0.002299,-0.109855,0.127538,-0.116762,0.088784,0.278588,0.021045,0.141962,-0.119480,-0.000605,0.025572,0.148774,0.034604,-0.170409,0.009242
0.044322,0.153352,0.070106,-0.025648,0.018669,-0.006985,-0.100737,-0.072800,-0.197004,-0.003061,-0.125860,0.072167,-0.071955,0.012038,-0.011524,-0.062465
0.057307,-0.139929,-0.136364,-0.075995,-0.067898,-0.073494,0.273116,-0.103835,-0.040346,-0.164311,0.026599,-0.004828,-0.012352,-0.100334,0.086582,0.081818
0.166361,0.050617,-0.150761,-0.048168,0.298216,0.012107,0.023176,0.207959,-0.069638,-0.031806,-0.034589,-0.086769,0.095473,-0.023102,-0.044357,0.048977
-0.063449,-0.082051,-0.044637,-0.077023,-0.006720,-0.055992,0.079569,-0.044825,0.122998,0.043337,-0.009810,0.021062,0.092600,0.077482,0.048457,0.148365
-0.034613,-0.112204,0.089227,-0.048924,0.014815,0.010219,0.001257,-0.067499,-0.013554,0.118463,0.044447,-0.215970,0.034938,-0.101646,0.028855,-0.005356
0.064978,0.115176,0.102593,0.004147,0.042441,-0.013464,-0.000785,0.068329,0.064952,-0.111662,-0.069511,0.046126,-0.055108,-0.064490,-0.058518,0.086494
0.037422,0.019318,0.024354,-0.107543,0.031966,-0.076356,0.030687,0.069697,-0.008979,0.010683,-0.084990,-0.110841,0.143639,0.045373,0.055691,0.074734
0.085072,0.030611,-0.035785,-0.021144,-0.048377,0.123024,0.029767,-0.129454,0.002093,-0.099843,-0.076904,-0.006114,0.067478,-0.037577,0.004699,0.021520
0.130450,0.217805,-0.206991,-0.036434,0.059269,-0.009105,-0.019959,-0.019514,-0.066984,-0.068575,-0.061803,0.097721,-0.027273,0.144346,-0.046457,-0.162496
