10
256,64,64,64,64,64,64,64,64,3
-0.025131,0.016227,-0.017790,-0.012073,-0.062927,0.006246,-0.044006,-0.027142,-0.100620,0.041215,0.026898,-0.086420,0.085258,-0.055325,-0.024643,-0.046197,0.034711,-0.022880,0.058134,-0.037282,-0.033054,-0.080976,-0.009311,-0.022769,-0.102588,0.026559,-0.014052,-0.081128,-0.029141,-0.036546,-0.055260,0.011834,0.019638,0.007431,-0.057201,-0.052602,-0.052114,-0.032082,0.031473,0.006008,-0.005536,-0.017336,0.035325,-0.011733,0.040174,-0.063512,-0.010899,-0.042776,-0.015592,0.038363,0.023423,0.031519,0.015245,-0.007529,-0.063973,0.031535,-0.067836,-0.043841,0.115760,0.014330,0.045687,-0.080487,0.008499,0.026509
0.037343,-0.049285,0.015636,-0.063360,0.005904,0.030382,-0.078952,-0.047860,-0.004093,-0.032985,-0.108563,0.100504,0.036868,0.061202,-0.005785,0.097193,-0.034568,0.051344,0.041010,0.011746,0.013845,0.064846,0.011477,-0.000845,-0.004826,0.014637,-0.063192,-0.015332,0.015871,0.063166,-0.057049,-0.075705,0.009129,-0.083725,-0.012968,-0.053929,0.008455,0.054485,-0.001651,0.055688,0.087009,-0.025241,0.054962,0.012979,-0.029244,-0.096976,-0.075325,0.013272,0.060305,0.043613,-0.054377,-0.053710,-0.092422,-0.014996,-0.070007,-0.032697,-0.049993,0.015947,0.032812,0.069385,-0.005729,0.009089,0.103316,0.000786
0.045812,-0.057531,0.003491,0.054848,0.033198,-0.032619,0.001333,-0.019050,-0.049066,0.030454,-0.021211,0.030904,0.043084,-0.009991,-0.060297,0.002884,0.076834,-0.041294,0.019347,0.046192,0.066295,0.103904,0.023043,-0.098113,0.022022,0.088503,0.054083,-0.078674,0.077363,0.128287,0.089431,-0.083327,-0.097622,-0.003083,0.138821,0.037735,0.134265,0.077526,0.017371,-0.049005,-0.042600,0.028149,0.098900,0.033149,-0.035384,0.015493,-0.068325,0.089551,0.065532,-0.021248,0.041735,0.043515,-0.018267,0.058749,0.081450,-0.019006,0.013484,0.142634,0.092366,-0.090608,-0.026762,0.134763,-0.045012,0.042997
0.028366,-0.071071,-0.056968,-0.055273,0.026495,-0.101878,-0.054769,-0.117670,0.068943,0.093295,0.027376,0.009633,-0.015798,-0.088730,-0.018036,-0.047374,0.002994,0.060259,0.075375,-0.011366,0.067593,0.062327,-0.010883,-0.045192,0.076182,-0.075788,-0.062076,0.100990,0.126037,0.028885,-0.086380,-0.026149,-0.001112,-0.092149,0.051182,0.014912,-0.047561,-0.055651,0.067328,0.088052,-0.079513,0.042620,-0.007313,0.050985,0.062049,-0.070694,0.009894,-0.030862,0.083297,0.023176,0.014615,0.016722,0.014911,-0.043354,0.047461,-0.060003,-0.005042,0.018904,-0.038612,-0.053410,-0.007870,0.006569,-0.009900,-0.006003
0.053689,-0.041561,-0.036353,-0.016922,-0.009156,0.144494,0.034082,0.040946,0.019602,-0.003341,0.058622,0.112838,0.036347,-0.077862,-0.045586,0.034505,0.051580,0.029395,-0.030121,-0.043571,0.107358,-0.011550,-0.121842,-0.076106,0.057104,-0.059505,-0.029169,-0.049641,0.039138,-0.059128,-0.086070,0.006642,-0.050803,0.031547,-0.063767,0.005653,0.012519,0.046253,0.091445,0.024860,-0.035954,0.078719,-0.062316,-0.028424,0.022336,0.022100,-0.034844,-0.014739,-0.103274,0.017606,0.004878,0.074587,0.042012,0.067948,-0.023444,0.001632,-0.056322,-0.006063,0.043295,0.044670,-0.018249,-0.093436,-0.057787,0.050550
0.028844,-0.028678,-0.059135,-0.042919,-0.052988,0.017393,-0.073481,0.042809,-0.007645,-0.024913,0.022770,-0.009728,0.009006,-0.038405,0.008516,0.086790,0.003199,-0.046303,0.030231,-0.061100,0.076782,0.069830,-0.025154,0.034154,0.038116,-0.072238,0.080154,-0.075604,-0.002422,-0.091488,-0.039303,0.013979,-0.012522,0.048128,-0.056996,0.044926,-0.052952,-0.028455,-0.036688,0.017811,0.053697,0.084748,-0.024048,0.067117,0.026069,0.094823,-0.004553,-0.064978,0.100942,-0.025858,-0.033670,0.092182,-0.014168,0.139925,0.033520,-0.015726,-0.076113,-0.052523,-0.052328,-0.004505,-0.040841,-0.061453,0.002668,-0.094912
-0.028634,-0.039252,0.008822,-0.010634,0.048697,-0.081721,0.006538,0.043583,-0.034835,-0.000271,0.023580,0.055797,-0.034614,-0.019616,0.064355,-0.020098,-0.001608,-0.063990,-0.101371,0.070047,-0.041885,0.008928,0.032466,-0.059186,-0.011017,-0.030150,-0.026453,-0.022202,0.022970,0.009782,-0.002712,0.078540,0.035953,-0.029782,-0.023907,0.014073,-0.045225,-0.085189,-0.086767,-0.077598,0.040205,-0.070359,-0.001145,-0.038481,-0.053169,-0.023452,-0.003928,0.027431,-0.007978,-0.027796,0.018100,-0.008537,0.014778,0.037026,0.053402,0.038340,0.018753,0.006237,0.041713,-0.053050,-0.045291,-0.039204,-0.041930,-0.054918
0.061747,0.013000,0.047077,-0.056633,0.038848,0.026933,0.044993,0.031367,0.047172,0.010287,0.026406,-0.019633,0.049942,-0.093683,0.019670,-0.096391,-0.053305,-0.036923,0.058949,-0.000895,0.064582,-0.049138,0.052872,-0.020227,0.031324,0.088637,0.042939,-0.027377,-0.045074,0.121516,0.078230,-0.030429,-0.024484,-0.043353,-0.005354,0.130739,0.086300,-0.053203,-0.041834,0.060520,-0.045123,-0.000344,0.027030,-0.046275,-0.079213,0.040616,-0.026787,-0.065139,-0.011509,0.042953,0.018484,-0.062114,0.059086,0.012287,0.063608,-0.079746,-0.048041,-0.127228,-0.072618,-0.061621,0.053991,-0.103968,0.018288,0.110230
0.030057,-0.022862,0.065489,-0.007470,0.025609,-0.112566,0.014677,0.058639,0.067837,-0.076166,0.078699,-0.004993,-0.115072,0.001361,0.013403,-0.033199,0.009619,0.056071,-0.022226,-0.011208,-0.043916,-0.067484,0.057672,0.064757,0.036564,-0.044066,-0.010868,-0.069260,-0.064082,-0.081429,-0.017915,0.066359,-0.025148,0.072122,-0.016350,0.082187,0.053383,0.038100,-0.027921,0.089980,0.018807,-0.072760,0.058090,-0.009296,0.054691,-0.031587,0.016632,-0.013792,-0.053866,-0.085148,0.067450,0.002433,-0.104968,0.011727,-0.118735,0.087497,-0.022382,-0.092640,-0.098794,-0.093354,-0.055940,-0.115414,-0.049880,0.031757
-0.020108,0.013131,-0.063489,-0.081101,-0.014976,0.065079,-0.030405,0.016061,0.057719,0.029247,0.063685,0.047125,-0.086409,-0.028363,0.009676,-0.036942,-0.041323,-0.021185,-0.004432,-0.003411,0.023259,-0.010530,-0.007246,-0.041156,-0.014491,0.009968,0.014418,-0.082448,0.037550,0.005161,0.020484,0.023264,0.080562,-0.091927,0.077346,0.006383,-0.006471,0.060222,0.055993,0.051788,0.114246,0.019747,-0.018620,-0.081505,0.085130,0.019058,-0.031660,-0.039016,0.019640,-0.069179,0.049592,0.012334,0.012829,-0.048307,-0.001155,0.082439,-0.014601,0.043222,0.003249,0.001074,0.016022,-0.071835,-0.049638,0.043068
