6
256,32,32,32,32,3
-0.049904,0.116067,0.059928,0.113821,0.099341,-0.024874,-0.008188,0.039543,0.018620,-0.103088,-0.063610,0.050682,-0.004659,-0.004961,-0.006503,0.141343,0.007107,-0.041015,-0.073642,0.003466,0.025967,-0.031414,-0.037513,-0.013373,0.030215,-0.013721,-0.114504,0.013123,-0.003822,-0.064360,-0.013793,-0.131866
-0.089958,0.038615,0.055358,-0.070313,-0.073414,0.002497,-0.009497,-0.031910,0.004946,-0.003899,0.016506,-0.115565,-0.001982,-0.004896,0.048178,0.056836,-0.059816,-0.136445,0.041416,0.046693,0.131231,0.169981,0.059298,0.071768,0.052196,0.015263,0.066148,0.051458,0.094863,-0.112530,-0.042877,0.071460
0.129266,0.057514,-0.051449,0.051341,0.159833,0.055868,0.089180,-0.092005,0.009847,-0.069812,-0.062313,0.115561,-0.032510,0.046036,0.055970,0.042355,0.069312,-0.006728,0.124752,0.052836,0.153715,0.104427,-0.045873,0.003577,-0.043786,-0.174165,0.013174,0.176467,0.149587,-0.138148,-0.049676,-0.017562
-0.010507,-0.051745,0.045874,0.169950,-0.046551,-0.034698,0.068870,-0.090446,0.021078,-0.039748,-0.045938,0.010198,0.035601,0.033920,-0.105395,-0.083020,0.236317,-0.035790,-0.051747,-0.024719,0.046331,-0.131401,-0.064024,0.018285,0.051940,-0.039118,-0.015477,-0.056866,0.080281,-0.023258,-0.088809,-0.102843
-0.070484,-0.140812,0.046358,0.024635,-0.123196,-0.018570,-0.084109,-0.008744,0.010334,0.093448,0.084233,-0.099698,0.140905,-0.022920,0.027046,-0.106040,0.095037,-0.030616,0.079197,0.033677,0.020060,0.012109,0.043033,0.150325,-0.057916,-0.034062,-0.007536,-0.027019,-0.069864,-0.012578,0.096699,0.054869
0.013427,-0.088068,-0.028513,0.103635,-0.009922,0.090977,0.001500,-0.002933,-0.045539,-0.001485,0.003625,-0.072349,-0.005752,-0.043358,-0.026685,0.066834,-0.006929,-0.057747,0.070948,-0.006048,0.039900,-0.019946,0.021343,-0.031898,0.076794,-0.062506,0.007069,0.034598,-0.028880,0.044858,0.011324,0.028806
0.022757,-0.009752,0.020364,0.016741,0.114705,0.097788,0.173182,0.017953,0.121567,-0.046626,-0.026407,0.064193,-0.070356,-0.009310,0.027994,0.029881,0.014227,-0.017752,-0.005986,-0.080395,-0.019406,-0.161570,0.023370,-0.040820,-0.017290,0.191594,-0.030111,0.034829,0.092085,-0.020117,-0.059262,-0.126318
0.059008,-0.016243,0.039683,-0.030252,-0.019308,-0.025317,-0.038609,0.116587,0.082951,-0.003297,-0.010003,-0.035239,-0.132618,-0.053607,-0.119242,-0.115681,-0.016611,0.101466,-0.074990,-0.078619,0.016848,0.101070,0.072797,0.056429,0.076883,0.019194,0.023456,0.157329,-0.095032,0.104318,-0.037277,-0.054476
0.069582,0.016043,0.015443,0.004685,0.031332,-0.021482,0.052939,0.026151,0.098622,-0.010422,-0.003208,-0.053727,0.068165,0.154835,-0.047448,-0.163561,-0.039258,0.071101,-0.061831,-0.031348,-0.010908,0.062700,0.049396,0.152868,0.019280,0.084569,0.030811,0.113287,0.047951,0.080441,-0.067897,-0.005937
0.016357,0.031663,0.083964,-0.097821,-0.028635,-0.067340,-0.017196,0.034758,0.082031,-0.076973,-0.100941,-0.030016,-0.041707,0.089084,-0.015510,-0.109606,-0.052669,-0.001289,0.022442,0.000460,0.121684,0.060257,0.104802,-0.035785,-0.062008,0.030526,0.005544,-0.047309,-0.035371,0.064997,0.020613,-0.071165
