6
256,16,16,16,16,3
0.038769,0.056584,0.168131,-0.110369,-0.115160,-0.055126,0.115360,-0.034913,-0.106260,0.074361,0.026289,0.037022,0.044268,0.181343,-0.088043,0.030942
0.067309,0.086181,-0.008043,0.014080,0.004707,-0.040921,-0.114861,-0.124912,0.168576,-0.129372,0.039506,0.090557,0.124715,-0.064565,0.054319,0.049314
-0.030503,0.124599,0.078315,-0.122894,-0.042995,0.097309,-0.009233,0.042009,0.230136,0.098171,-0.000191,-0.125355,0.101299,-0.077269,0.105263,-0.037885
0.010831,0.191678,-0.157371,0.035585,0.053723,0.045701,-0.088201,-0.118474,-0.192317,-0.153084,0.352004,-0.022087,-0.143182,0.120360,-0.031866,-0.025564
-0.057913,0.297260,-0.008771,0.137569,-0.047730,0.063289,0.010292,0.122849,-0.076061,-0.083313,-0.144772,0.096017,-0.057314,-0.062134,-0.101612,-0.001052
-0.003589,0.012524,-0.015883,-0.185369,-0.100793,0.027916,0.104931,-0.019223,-0.038289,0.216353,-0.040340,0.010784,0.073518,-0.068598,-0.034573,-0.118253
0.122558,-0.016298,-0.056179,-0.140457,0.148490,-0.097641,-0.125859,0.013732,0.007011,-0.030301,0.017301,0.092006,0.063146,0.010862,0.180156,-0.006079
0.050853,-0.286855,0.117827,-0.037079,-0.044791,0.007638,-0.073338,-0.059935,-0.061230,-0.002204,-0.082483,-0.071083,0.033373,0.127032,0.050016,0.140952
0.056260,-0.261247,-0.045955,-0.054828,-0.203325,0.097159,-0.164717,0.273143,-0.199643,-0.027667,0.159350,-0.170755,-0.016053,0.133254,0.029482,-0.050656
-0.130652,0.147090,0.109687,0.152904,0.118701,-0.036820,0.013617,0.106884,-0.035427,-0.032619,-0.091350,0.081669,0.034873,-0.212038,0.012587,0.045953
0.095472,0.048557,-0.061884,0.086338,0.005229,0.087446,0.013036,0.042872,0.224316,0.141770,0.026845,0.117901,0.143218,0.106381,0.099075,0.051191
-0.060288,0.157421,-0.011726,0.044062,-0.201054,-0.051407,-0.069508,0.136286,0.090386,-0.060448,0.190862,0.080865,-0.031384,0.155313,0.045226,0.113418
0.229399,0.046589,-0.109504,-0.071562,0.046076,-0.161597,0.082830,-0.087484,0.071477,-0.020228,-0.095987,0.014418,-0.138504,0.000462,-0.033216,-0.106766
0.056011,0.014921,-0.111632,0.218337,0.112240,0.175182,0.063695,0.021015,0.016129,0.068017,-0.171424,0.030888,0.136627,0.016557,-0.120046,0.151379
0.052787,0.030138,0.111913,-0.051180,-0.020393,-0.172130,0.022085,0.015520,0.061624,-0.153054,-0.092500,0.016263,-0.094054,-0.095223,0.110725,-0.097871
0.041432,-0.047432,0.026602,-0.171586,0.183506,-0.055257,0.055044,-0.120938,-0.076675,0.134949,-0.115424,0.006700,-0.010486,-0.065524,-0.173817,-0.150714
-0.070373,0.085481,0.013456,-0.154607,0.099462,-0.035326,-0.075311,-0.057104,0.124567,0.056691,0.135624,0.063181,-0.170808,-0.080360,0.058600,-0.021673
-0.072961,-0.163229,0.016819,0.074266,0.006558,0.139679,0.131912,0.118561,-0.001368,-0.000449,-0.243941,-0.215845,0.153933,0.059621,0.198511,0.001650
-0.026026,0.164325,-0.049720,-0.145427,-0.114424,0.043967,0.211948,-0.123353,0.007319,0.100484,0.242259,0.079845,-0.046936,0.067348,-0.085888,-0.005461
0.070166,0.130721,-0.183519,0.061106,0.072387,-0.009704,0.069408,-0.009415,-0.041091,-0.133882,-0.040066,0.168774,0.051070,0.023076,0.014578,0.043007
0.035692,0.107712,0.012370,0.079427,0.102906,0.064205,-0.123603,0.082396,-0.049000,0.026531,-0.026765,-0.057157,0.110831,0.050433,0.103018,-0.049975
0.034058,-0.176077,-0.027035,0.109782,-0.122911,-0.117854,-0.021911,-0.005803,-0.059681,0.000269,-0.021662,-0.037473,-0.000375,-0.022393,0.023811,0.040689
0.094100,-0.080171,0.116189,-0.032460,0.028809,0.156584,-0.023941,-0.121805,-0.016714,-0.068982,-0.164670,-0.010644,-0.064451,-0.080810,-0.031205,-0.033482
-0.045766,0.111977,0.007351,0.001043,0.024963,0.013857,-0.081273,0.097758,0.003778,0.087923,-0.041054,-0.039676,0.047686,-0.049138,-0.121453,0.029822
-0.004665,0.080142,0.069295,-0.047104,-0.006158,0.044199,-0.009532,0.025934,-0.001477,-0.001663,0.120929,-0.060074,0.114420,-0.145861,0.096993,-0.010278
-0.040770,-0.100484,-0.102800,0.103560,0.037343,-0.115276,-0.024755,-0.158778,0.035249,-0.120625,-0.120790,0.191733,-0.206053,0.078928,-0.041037,-0.142296
-0.015439,0.064565,-0.019816,-0.177554,-0.025625,-0.042058,-0.063668,0.139299,-0.115683,-0.051631,0.237980,-0.233970,0.045327,-0.083662,-0.029819,-0.063293
-0.041448,-0.121679,0.106877,-0.085275,-0.062596,-0.000148,0.148110,-0.020003,-0.020729,-0.006277,0.064355,0.106927,-0.031949,-0.003873,-0.035394,-0.061331
-0.138548,0.074572,0.032485,0.028144,0.062355,0.071646,0.030835,0.225420,0.094028,0.086979,0.020202,0.008394,-0.009648,-0.034073,-0.142284,0.164956
0.118677,0.101118,-0.021849,-0.015909,-0.011429,-0.131824,0.067988,0.004718,-0.025679,-0.139876,0.027933,-0.186897,0.011703,-0.133865,0.046455,-0.224466
-0.151908,0.175925,-0.113246,-0.128257,-0.074356,-0.153399,-0.003813,-0.118997,0.032989,-0.167418,-0.044607,0.056605,-0.152320,-0.056884,0.045305,-0.007086
0.082265,-0.095335,-0.093058,-0.067552,-0.065532,0.010580,0.171323,-0.105925,0.050166,-0.102900,0.089454,0.089315,0.051822,0.192168,0.050702,-0.052970
0.047207,0.089165,-0.041610,0.146507,-0.067942,-0.053109,0.044627,-0.025674,0.200195,-0.114784,0.023116,0.038885,0.043932,-0.168077,-0.149328,0.025426
0.008183,0.073618,0.065023,-0.100647,-0.068829,-0.128609,-0.004788,-0.092652,0.019251,-0.061411,-0.048863,0.109416,-0.124332,-0.013049,-0.032295,0.080007
-0.098979,0.077415,-0.094187,0.112899,-0.012334,0.116041,0.043831,0.052156,-0.079460,-0.176585,-0.029196,0.105801,0.089122,0.045580,-0.047803,0.000687
-0.043748,0.071612,-0.143013,-0.133135,-0.010377,-0.031731,-0.025045,-0.043636,-0.049570,-0.014126,-0.067140,-0.150973,-0.020298,-0.147081,0.146757,-0.003364
-0.019886,0.020083,-0.037358,-0.009999,0.011290,0.248725,-0.079716,-0.060835,0.085287,-0.028284,-0.103434,-0.057932,0.075542,-0.081446,0.005560,0.022517
0.176435,-0.180749,0.092915,-0.005254,0.039662,0.033624,-0.023987,-0.010339,-0.093801,0.015152,0.028929,-0.026694,-0.029102,0.106324,-0.184774,-0.021269
