8
256,32,32,32,32,32,32,3
0.041070,-0.030923,0.092721,-0.012713,-0.021202,-0.036931,0.074302,-0.007082,0.017748,-0.008019,0.041536,0.004591,0.043185,0.072392,0.038690,0.046931,-0.096935,0.003650,-0.046519,-0.019711,-0.031311,0.119454,-0.034028,-0.055093,-0.038276,-0.022312,0.070500,-0.081311,-0.020301,0.024485,-0.040326,0.058764
0.089729,-0.069571,0.078532,0.084074,-0.052604,-0.071448,-0.042391,-0.005746,-0.061802,0.039843,-0.175071,0.038893,0.078036,-0.062037,-0.034306,0.045938,0.073012,-0.029204,0.050713,0.056376,-0.055481,0.078254,-0.008861,0.008188,0.094268,0.071943,0.017079,-0.073430,-0.027243,0.046738,-0.027809,-0.097566
0.039242,0.192203,-0.019619,0.031193,-0.108811,0.117815,-0.075839,-0.021274,0.146974,0.015014,-0.064700,-0.054058,-0.014375,0.002768,-0.059249,-0.131065,0.117204,0.093837,0.154530,0.098321,-0.071455,0.024045,0.027241,0.094436,-0.058173,0.097670,-0.010630,0.003204,-0.076721,0.068803,-0.009729,0.097509
-0.015585,-0.066985,-0.031110,0.059793,0.084217,-0.036397,-0.104860,0.009999,0.023928,0.032838,-0.083604,0.013389,0.045548,0.006811,-0.069108,-0.027358,-0.064685,-0.088035,0.191575,0.045695,-0.006179,-0.073548,-0.068542,0.025031,0.119778,0.046507,-0.034018,0.153446,0.072617,0.075514,-0.003329,0.068874
-0.037627,-0.152871,0.006255,0.024313,0.009706,0.024458,-0.002826,0.093856,0.049592,0.062506,-0.023231,0.141216,-0.116243,0.012935,0.022275,0.012649,-0.067549,0.048182,0.102926,0.055809,0.015673,-0.034479,-0.015249,-0.031977,-0.033650,0.016118,0.010620,-0.086114,-0.037341,-0.034065,0.004620,0.002994
-0.010960,-0.018373,-0.128394,-0.088518,0.126813,-0.009824,-0.024210,-0.138532,-0.017744,-0.129869,0.107565,0.054438,0.034195,-0.065478,-0.003417,-0.011344,-0.029228,0.048973,0.024265,0.017550,-0.096611,-0.134760,0.015906,-0.070494,-0.024044,-0.025712,-0.031995,-0.015711,0.060067,-0.076162,0.118058,-0.084501
-0.003428,-0.063133,-0.030515,-0.084028,0.001713,0.068130,0.001871,0.024574,-0.029031,-0.106593,0.051136,0.019267,-0.058178,0.088620,-0.006269,0.144674,-0.122585,0.130800,0.070484,-0.005831,-0.144654,0.041148,0.010098,-0.072572,0.074578,0.051987,-0.058936,0.127339,0.027849,0.036989,0.022203,-0.060545
-0.010921,0.066047,0.075212,-0.106476,-0.024146,0.120282,0.024993,0.083930,-0.152034,0.018195,-0.001306,-0.078176,0.027592,0.072022,-0.100006,0.006622,0.016884,-0.007434,-0.066033,0.101156,-0.096655,0.016745,0.068900,0.041355,0.053182,0.024448,-0.189107,0.000657,-0.017783,0.054236,0.014666,0.009230
0.097922,0.051687,-0.003079,-0.037405,-0.004227,0.028834,-0.042277,0.007250,0.059995,-0.118688,0.109957,-0.112078,-0.043924,-0.085652,0.024984,0.012149,0.221246,0.012794,0.019313,-0.085728,-0.031430,0.001804,0.182924,-0.063862,0.035360,-0.043538,-0.006100,0.015204,-0.026509,-0.049862,-0.151522,0.043955
-0.034360,-0.092957,0.029454,-0.038258,-0.014928,0.011228,0.092597,0.010100,0.059477,0.048118,0.119972,0.047420,0.058378,-0.050806,0.031765,0.070264,-0.094279,0.026945,0.132824,-0.010257,0.083867,0.024095,-0.119544,0.053814,-0.051614,-0.015787,0.074489,-0.111106,0.084111,-0.072981,-0.080853,-0.024871
