1,0.000000,0.000000,0.333333,0.107394,-0.107394
2,0.000000,0.000000,0.333333,0.107338,0.000056
3,0.000000,0.000000,0.333333,0.107335,0.000003
4,0.000000,0.000000,0.333333,0.107308,0.000027
5,0.000000,0.000000,0.333333,0.107341,-0.000034
6,0.000000,0.000000,0.333333,0.107308,0.000033
7,0.000000,0.000000,0.333333,0.107306,0.000002
8,0.000000,0.000000,0.333333,0.107287,0.000019
9,0.000000,0.000000,0.333333,0.107310,-0.000023
10,0.000000,0.000000,0.333333,0.107289,0.000022
11,0.000000,0.000000,0.333333,0.107287,0.000002
12,0.000000,0.000000,0.333333,0.107270,0.000017
13,0.000000,0.000000,0.333333,0.107285,-0.000014
14,0.000000,0.000000,0.333333,0.107270,0.000014
15,0.000000,0.000000,0.333333,0.107267,0.000003
16,0.000000,0.000000,0.333333,0.107252,0.000015
17,0.000000,0.000000,0.333333,0.107258,-0.000006
18,0.000000,0.000000,0.333333,0.107253,0.000006
19,0.000000,0.000000,0.333333,0.107249,0.000003
20,0.000000,0.000000,0.333333,0.107236,0.000013
21,0.000000,0.000000,0.333333,0.107236,0.000000
22,0.000000,0.000000,0.333333,0.107238,-0.000003
23,0.000000,0.000000,0.333333,0.107234,0.000005
24,0.000000,0.000000,0.333333,0.107223,0.000011
25,0.000000,0.000000,0.333333,0.107217,0.000006
26,0.000000,0.000000,0.333333,0.107227,-0.000010
27,0.000000,0.000000,0.333333,0.107219,0.000008
28,0.000000,0.000000,0.333333,0.107208,0.000010
29,0.000000,0.000000,0.333333,0.107192,0.000016
30,0.000000,0.000000,0.333333,0.107210,-0.000017
31,0.000000,0.000000,0.333333,0.107195,0.000015
32,0.000000,0.000000,0.333333,0.107179,0.000016
33,0.000000,0.000000,0.333333,0.107134,0.000045
34,0.000000,0.000000,0.333333,0.107160,-0.000026
35,0.000000,0.000000,0.333333,0.107123,0.000037
36,0.000000,0.000000,0.333333,0.107103,0.000020
37,0.000000,0.000000,0.333333,0.106992,0.000111
38,0.000000,0.000000,0.333333,0.107041,-0.000049
39,0.000000,0.000000,0.333333,0.106965,0.000076
40,0.000000,0.000000,0.333333,0.106938,0.000027
41,0.000000,0.000000,0.333333,0.106716,0.000222
42,0.000000,0.000000,0.333333,0.106817,-0.000102
43,0.000000,0.000000,0.333333,0.106675,0.000143
44,0.000000,0.000000,0.332940,0.106640,0.000035
45,0.000000,0.000000,0.321527,0.106181,0.000459
46,0.000000,0.000000,0.324282,0.106321,-0.000140
47,0.000000,0.000000,0.288076,0.105971,0.000350
48,0.000000,0.000000,0.259347,0.105798,0.000173
49,0.000000,0.000000,0.083825,0.104638,0.001160
50,0.000000,0.000000,0.107438,0.104701,-0.000063
51,0.000000,0.000000,0.038961,0.103462,0.001239
52,0.000000,0.000000,0.007477,0.102445,0.001018
53,0.000000,0.000000,0.000000,0.098733,0.003712
54,0.000000,0.000000,0.000000,0.097593,0.001140
55,0.000000,0.000000,0.000000,0.092989,0.004604
56,0.000000,0.000000,0.000000,0.088754,0.004235
57,0.000000,0.000000,0.000000,0.081524,0.007230
58,0.000000,0.000000,0.000000,0.078443,0.003081
59,0.000000,0.000000,0.000000,0.075559,0.002885
60,0.000000,0.000000,0.000000,0.075075,0.000483
61,0.000000,0.000000,0.000000,0.073791,0.001284
62,0.000000,0.000000,0.000000,0.073725,0.000066
63,0.000000,0.000000,0.000000,0.072467,0.001258
64,0.000000,0.000000,0.000000,0.072273,0.000194
65,0.000000,0.000000,0.000000,0.071042,0.001231
66,0.000000,0.000000,0.000787,0.069662,0.001381
67,0.000000,0.000000,0.004329,0.068360,0.001302
68,0.000000,0.000000,0.005903,0.068414,-0.000054
69,0.000000,0.000000,0.006690,0.066339,0.002074
70,0.000000,0.000000,0.032271,0.065526,0.000814
71,0.000000,0.000000,0.027942,0.064855,0.000671
72,0.000000,0.000000,0.016529,0.065135,-0.000281
73,0.000000,0.000000,0.021251,0.063098,0.002038
74,0.000000,0.000000,0.044864,0.063359,-0.000262
75,0.000000,0.000000,0.036993,0.062835,0.000524
